Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
drugRemoveElementPoisonSchematicDesc,items,Medical,,,Learn how to make this item.,,,,,,このアイテムの作り方を学びましょう。,,,,,,使用后，习得此道具的制作方法。,使用後，習得此道具的製作方法。,
drugRemoveElementFrostSchematic,items,Medical,,,Weird Freeze Resistance Potion Recipe,,,,,,奇妙な耐凍性ポーションレシピ,,,,,,异质冰冻抗性药水配方,異質冰凍抗性藥水配方,
drugRemoveElementFrostSchematicDesc,items,Medical,,,Learn how to make this item.,,,,,,このアイテムの作り方を学びましょう。,,,,,,使用后，习得此道具的制作方法。,使用後，習得此道具的製作方法。,
drugRemoveElementDeathDeclareSchematic,items,Medical,,,Weird Death Declare Resistance Potion Recipe,,,,,,奇妙な死の宣言の抵抗ポーションレシピ,,,,,,异质死亡宣告抗性药水配方,異質死亡宣告抗性藥水配方,
drugRemoveElementDeathDeclareSchematicDesc,items,Medical,,,Learn how to make this item.,,,,,,このアイテムの作り方を学びましょう。,,,,,,使用后，习得此道具的制作方法。,使用後，習得此道具的製作方法。,

modIvElementLargeAmountOfAmmo,item_modifiers,mod,,,large amount of ammo,,,,,,大量の弾薬,,,,,,极地弹仓,極地彈倉,
modIvElementLargeAmountOfAmmoDesc,item_modifiers,mod,,,"The magazine capacity is increased, the durability consumption is decreased, and the physical attack power is decreased.",,,,,,雑誌の容量が増加し、耐久性の消費が減少し、物理的な攻撃力が低下します。,,,,,,弹匣量提升、耐久值消耗降低、实体攻击力降低。,彈匣量提升、耐久值消耗降低、實體攻擊力降低。,
modIvElementFastShooting,item_modifiers,mod,,,fast shooting,,,,,,速い射撃,,,,,,极速扫荡,極速掃蕩,
modIvElementFastShootingDesc,item_modifiers,mod,,,"Increased shooting speed, decreased durability, and decreased reload speed.",,,,,,射撃速度の向上、耐久性の低下、リロード速度の低下。,,,,,,射击速度提升、耐久值消耗降低、装填速度降低。,射擊速度提升、耐久值消耗降低、裝填速度降低。,
modIvElementTotalAnnihilation,item_modifiers,mod,,,total Annihilation,,,,,,全消滅,,,,,,横扫千军,橫掃千軍,
modIvElementTotalAnnihilationDesc,item_modifiers,mod,,,"The number of physical penetrations is increased, the effective shooting range is increased, the amount of magazines is increased, and the physical attack power is reduced.",,,,,,物理的浸透の数が増加し、有効な射撃範囲が増加し、雑誌の量が増加し、物理的な攻撃力が低下します。,,,,,,实体穿透数提升、有效射击范围提升、弹匣量提升、实体攻击力降低。,實體穿透數提升、有效射擊範圍提升、彈匣量提升、實體攻擊力降低。,
modIvElementAgentTechnology,item_modifiers,mod,,,agent technology,,,,,,エージェントテクノロジー,,,,,,特工科技,特工科技,
modIvElementAgentTechnologyDesc,item_modifiers,mod,,,"The effective shooting range is improved, the maximum range is improved, the focus speed is improved, the aiming accuracy is improved, and the reloading speed is reduced.",,,,,,有効な射撃範囲が改善され、最大範囲が改善され、焦点速度が向上し、照準の精度が向上し、リロード速度が低下します。,,,,,,有效射击范围提升、最大射程范围提升、准心集中速度提升、瞄准精度提升、装填速度降低。,有效射擊範圍提升、最大射程範圍提升、準心集中速度提升、瞄準精度提升、裝填速度降低。,
modIvElementJungleKiller,item_modifiers,mod,,,jungle killer,,,,,,ジャングルキラー,,,,,,丛林杀手,叢林殺手,
modIvElementJungleKillerDesc,item_modifiers,mod,,,"Projectile speed increased, shooting accuracy increased, reloading speed increased, noise decreased, and durability consumption increased.",,,,,,発射体の速度が増加し、射撃の精度が増加し、再ロード速度が上昇し、騒音が減少し、耐久性の消費が増加しました。,,,,,,投射物速度提升、射击精准度提升、装填速度提升、噪音降低、耐久值消耗增加。,投射物速度提升、射擊精準度提升、裝填速度提升、噪音降低、耐久值消耗增加。,
modIvElementCrazyOutput,item_modifiers,mod,,,crazy output,,,,,,クレイジーな出力,,,,,,疯狂输出,瘋狂輸出,
modIvElementCrazyOutputDesc,item_modifiers,mod,,,"Increases damage against materials such as stone, iron, and dirt. Increases attack speed and decreases physical attack power.",,,,,,石、鉄、汚れなどの材料に対する損傷を増加させます。攻撃速度を上げ、物理的な攻撃力を低下させます。,,,,,,针对石头、铁、泥土等材质增加伤害。攻击速度提升、实体攻击力降低。,針對石頭、鐵、泥土等材質增加傷害。攻擊速度提升、實體攻擊力降低。,
modIvElementHarvestYearAfterYear,item_modifiers,mod,,,harvest year after year,,,,,,年々収穫,,,,,,年年丰收,年年豐收,
modIvElementHarvestYearAfterYearDesc,item_modifiers,mod,,,"Increased yields for meat, electronic parts, mineral wood, and more. Attack speed decreased.",,,,,,肉、電子部品、鉱物の木材などの収量の増加。攻撃速度は低下しました。,,,,,,针对肉类、电子零件、矿物木材等材质增加收获量。攻击速度降低。,針對肉類、電子零件、礦物木材等材質增加收獲量。攻擊速度降低。,
modIvElementSeasoned,item_modifiers,mod,,,seasoned,,,,,,味付け,,,,,,经验老道,經驗老道,
modIvElementSeasonedDesc,item_modifiers,mod,,,"The amount of experience points is increased, the attack speed is increased, the crafting speed is increased, and the block attack power is reduced.",,,,,,エクスペリエンスポイントの量が増加し、攻撃速度が向上し、クラフト速度が向上し、ブロック攻撃力が低下します。,,,,,,经验值量提升、攻击速度提升、制作物品速度提升、方块攻击力降低。,經驗值量提升、攻擊速度提升、製作物品速度提升、方塊攻擊力降低。,
modIvElementCutIntoEight,item_modifiers,mod,,,cut into eight,,,,,,8にカットします,,,,,,大切八块,大切八塊,
modIvElementCutIntoEightDesc,item_modifiers,mod,,,"Hitting the target must result in lameness. Increases attack speed, reduces stamina consumption, increases the rate of amputation of the target, and increases durability consumption.",,,,,,ターゲットを打つと、la行につながる必要があります。攻撃速度を上げ、スタミナの消費を減らし、ターゲットの切断速度を上げ、耐久性の消費を増加させます。,,,,,,击中目标必定导致瘸腿。攻击速度提升、耐力消耗降低、对目标断肢率提升、耐久值消耗增加。,擊中目標必定導致瘸腿。攻擊速度提升、耐力消耗降低、對目標斷肢率提升、耐久值消耗增加。,
modIvElementGetOutOfTheWay,item_modifiers,mod,,,get out of the way,,,,,,どいてください,,,,,,别挡路,別擋路,
modIvElementGetOutOfTheWayDesc,item_modifiers,mod,,,"The amount of fuel is increased, the shooting speed is increased, and the amount of experience points is decreased.",,,,,,燃料の量が増加し、射撃速度が向上し、経験豊かなポイントが減少します。,,,,,,油料量提升、射击速度提升、经验值量降低。,油料量提升、射擊速度提升、經驗值量降低。,

buffIVcustomBurningName,buffs,Buff,,,weird burning,,,,,,奇妙な燃焼,,,,,,异质燃烧,異質燃燒,
buffIVcustomBurningDesc,buffs,Buff,,,Fire zombie burning attack\nFire resistance decreased\nWater decreased,,,,,,火のタイプのゾンビの燃える攻撃。\n耐火性が低下しました。\n水分が低下します。,,,,,,火焰型僵尸的燃烧攻击\n火焰抗性下降\n水份下降,火焰型殭屍的燃燒攻擊\n火焰抗性下降\n水份下降,
buffIVcustomBurningTooltip,buffs,Buff,,,Fire zombies burning attack,,,,,,火のタイプのゾンビの燃える攻撃,,,,,,火焰型僵尸的燃烧攻击,火焰型殭屍的燃燒攻擊,
buffIVcustomShockName,buffs,Buff,,,weird electric shock,,,,,,奇妙な感電,,,,,,异质电击,異質電擊,
buffIVcustomShockDesc,buffs,Buff,,,Shock zombie shock attack\nShock resistance decreased\nStamina decreased,,,,,,ショックゾンビの麻痺攻撃。\n感電抵抗が減少しました。\nスタミナが落ちる。,,,,,,电击型僵尸的电击攻击\n电击抗性下降\n耐力下降,電擊型殭屍的電擊攻擊\n電擊抗性下降\n耐力下降,
buffIVcustomShockTooltip,buffs,Buff,,,Shock zombies shock attack,,,,,,ショックゾンビの麻痺攻撃,,,,,,电击型僵尸的电击攻击,電擊型殭屍的電擊攻擊,
buffIVcustomPoisonName,buffs,Buff,,,weird poisoning,,,,,,奇妙な中毒,,,,,,异质剧毒,異質劇毒,
buffIVcustomPoisonDesc,buffs,Buff,,,Poison attack of highly poisonous zombies\nStamina decreases\nWater decreased,,,,,,有毒ゾンビの中毒攻撃。\nスタミナドロップ。\n水分が低下します。,,,,,,剧毒型僵尸的剧毒攻击\n耐力下降\n水份下降,劇毒型殭屍的劇毒攻擊\n耐力下降\n水份下降,
buffIVcustomPoisonTooltip,buffs,Buff,,,Poisonous zombies poisoning attack,,,,,,有毒ゾンビの中毒攻撃,,,,,,剧毒型僵尸的剧毒攻击,劇毒型殭屍的劇毒攻擊,
buffIVcustomFrostName,buffs,Buff,,,weird frozen,,,,,,奇妙な冷凍,,,,,,异质冰冻,異質冰凍,
buffIVcustomFrostDesc,buffs,Buff,,,Frozen zombie's freezing attack\nSatisfaction decreased\nMobility decreased,,,,,,凍ったゾンビの凍結攻撃。\n満腹感が減少しました。\n機動性が低下します。,,,,,,冰冻型僵尸的冰冻攻击\n饱食度下降\n行动力下降,冰凍型殭屍的冰凍攻擊\n飽食度下降\n行動力下降,
buffIVcustomFrostTooltip,buffs,Buff,,,Frozen zombies freeze attack,,,,,,凍ったゾンビの凍結攻撃,,,,,,冰冻型僵尸的冰冻攻击,冰凍型殭屍的冰凍攻擊,
buffIVcustomDeathDeclareName,buffs,Buff,,,death declaration,,,,,,死の宣言,,,,,,死亡宣告,死亡宣告,
buffIVcustomDeathDeclareDesc,buffs,Buff,,,Soul eater zombie's death declare attack\nRunning speed decreased\nDeath immediately after 3 minutes,,,,,,ソウルイーターゾンビ死のアナウンス攻撃。\n走行速度が低下します。\n3分後に死亡した。,,,,,,蚀魂型僵尸的死亡宣告攻击\n奔跑速度下降\n三分钟后立即死亡,蝕魂型殭屍的死亡宣告攻擊\n奔跑速度下降\n三分鐘後立即死亡,
buffIVcustomDeathDeclareTooltip,buffs,Buff,,,Soul eater zombie death declare attack,,,,,,ソウルイーターゾンビ死のアナウンス攻撃,,,,,,蚀魂型僵尸的死亡宣告攻击,蝕魂型殭屍的死亡宣告攻擊,
buffIVstopRecoverHPName,buffs,Buff,,,Ineffective treatment,,,,,,無効な治療,,,,,,治疗无效,治療無效,
buffIVstopRecoverHPDesc,buffs,Buff,,,"The mutated effects of the mutated nurse zombie, all built-in healing effects do not work.",,,,,,変異したナースゾンビの変異した効果、すべての組み込みの治癒効果は機能しません。,,,,,,突变的护士僵尸所产生的变异效果，所有的内建治疗效果无法产生作用。,突變的護士殭屍所產生的變異效果，所有的內建治療效果無法產生作用。,
buffIVstopRecoverHPTooltip,buffs,Buff,,,Mutant nurse zombies block your healing!,,,,,,ミュータントナースゾンビがあなたの癒しをブロックします！,,,,,,突变的护士僵尸阻断了你的治疗作用！,突變的護士殭屍阻斷了你的治療作用！,
buffIVslowDownRunningSpeedName,buffs,Buff,,,Running speed decreased,,,,,,走行速度が低下しました,,,,,,奔跑速度下降,奔跑速度下降,
buffIVslowDownRunningSpeedDesc,buffs,Buff,,,"The mutation effect produced by the mutant skateboarder zombies, the running speed decreased.",,,,,,ミュータントスケートボーダーゾンビによるミューテーション効果により、走行速度が低下しました。,,,,,,突变的暴徒僵尸所产生的变异效果，奔跑速度急速下降。,突變的暴徒殭屍所產生的變異效果，奔跑速度急速下降。,
buffIVslowDownRunningSpeedTooltip,buffs,Buff,,,Mutant skateboarder zombies block your running speed!,,,,,,ミュータントスケートボーダーゾンビはあなたのランニングスピードをブロックします！,,,,,,突变的暴徒僵尸阻断了你的跑步速度！,突變的暴徒殭屍阻斷了你的跑步速度！,
buffIVconfusionScreenName,buffs,Buff,,,Confusion,,,,,,混乱,,,,,,混乱,混亂,
buffIVconfusionScreenDesc,buffs,Buff,,,"Confused mind, temporary picture distortion.",,,,,,混乱した心、一時的な画像の歪み。,,,,,,混乱心智，画面暂时性扭曲。,混亂心智，畫面暫時性扭曲。,
buffIVconfusionScreenTooltip,buffs,Buff,,,Attacked by Corrupted Gnomes!,,,,,,堕落したドワーフに襲われた！,,,,,,受到腐化侏儒的攻击！,受到腐化侏儒的攻擊！,
buffIVcustomBurningSpecialName,buffs,Buff,,,weird burning(mutant evolution),,,,,,奇妙な燃焼(変異体の進化),,,,,,异质燃烧(突变进化型),異質燃燒(突變進化型),
buffIVcustomBurningSpecialDesc,buffs,Buff,,,Mutant evolution fire zombie burning attack\nFire resistance decreased\nWater decreased,,,,,,火のタイプのゾンビの燃える攻撃。\n耐火性が低下しました。\n水分が低下します。,,,,,,突变进化型火焰僵尸的燃烧攻击\n火焰抗性下降\n水份下降,突變進化型火焰殭屍的燃燒攻擊\n火焰抗性下降\n水份下降,
buffIVcustomBurningSpecialTooltip,buffs,Buff,,,The burning attack of the mutant evolved fire zombie.,,,,,,ミュータントの燃える攻撃は、火のゾンビを進化させました。,,,,,,突变进化型火焰僵尸的燃烧攻击,突變進化型火焰殭屍的燃燒攻擊,
buffIVcustomShockSpecialName,buffs,Buff,,,weird electric shock(mutant evolution),,,,,,奇妙な感電(変異体の進化),,,,,,异质电击(突变进化型),異質電擊(突變進化型),
buffIVcustomShockSpecialDesc,buffs,Buff,,,Mutant evolution shock zombie shock attack\nShock resistance decreased\nStamina decreased,,,,,,ショックゾンビの麻痺攻撃。\n感電抵抗が減少しました。\nスタミナが落ちる。,,,,,,突变进化型电击僵尸的电击攻击\n电击抗性下降\n耐力下降,突變進化型電擊殭屍的電擊攻擊\n電擊抗性下降\n耐力下降,
buffIVcustomShockSpecialTooltip,buffs,Buff,,,The shock attack of the mutant evolved shock zombie.,,,,,,ミュータントの麻痺攻撃はショックゾンビを進化させました。,,,,,,突变进化型电击僵尸的电击攻击,突變進化型電擊殭屍的電擊攻擊,
buffIVcustomPoisonSpecialName,buffs,Buff,,,weird poisoning(mutant evolution),,,,,,奇妙な中毒(変異体の進化),,,,,,异质剧毒(突变进化型),異質劇毒(突變進化型),
buffIVcustomPoisonSpecialDesc,buffs,Buff,,,Mutant evolution poison attack of highly poisonous zombies\nStamina decreases\nWater decreased,,,,,,有毒ゾンビの中毒攻撃。\nスタミナドロップ。\n水分が低下します。,,,,,,突变进化型剧毒僵尸的剧毒攻击\n耐力下降\n水份下降,突變進化型劇毒殭屍的劇毒攻擊\n耐力下降\n水份下降,
buffIVcustomPoisonSpecialTooltip,buffs,Buff,,,The poisoning attack of the mutant evolved poisonous zombie.,,,,,,ミュータントの中毒攻撃は有毒なゾンビを進化させました。,,,,,,突变进化型剧毒僵尸的剧毒攻击,突變進化型劇毒殭屍的劇毒攻擊,
buffIVcustomFrostSpecialName,buffs,Buff,,,weird frozen(mutant evolution),,,,,,奇妙な冷凍(変異体の進化),,,,,,异质冰冻(突变进化型),異質冰凍(突變進化型),
buffIVcustomFrostSpecialDesc,buffs,Buff,,,Mutant evolution frozen zombie's freezing attack\nSatisfaction decreased\nMobility decreased,,,,,,凍ったゾンビの凍結攻撃。\n満腹感が減少しました。\n機動性が低下します。,,,,,,突变进化型冰冻僵尸的冰冻攻击\n饱食度下降\n行动力下降,突變進化型冰凍殭屍的冰凍攻擊\n飽食度下降\n行動力下降,
buffIVcustomFrostSpecialTooltip,buffs,Buff,,,The freeze attack of the mutant evolved frozen zombie.,,,,,,ミュータントの凍結攻撃は、フリーズゾンビを進化させました。,,,,,,突变进化型冰冻僵尸的冰冻攻击,突變進化型冰凍殭屍的冰凍攻擊,
buffIVcustomAbsorbEnergyName,buffs,Buff,,,absorb energy (mutant evolution),,,,,,エネルギーを吸収する（変異体の進化）,,,,,,吸取能量(突变进化型),吸取能量(突變進化型),
buffIVcustomAbsorbEnergyDesc,buffs,Buff,,,Mutant Evolved Soul Eater's absorb energy attack.\nDecreased satiety\nWater drop\nDecreased mobility\nStamina consumption increased,,,,,,ミュータントエボルブドソウルイーターの吸収エネルギー攻撃。\n満腹感の低下\n水ドロップ\n機動性の低下\nスタミナ消費量が増加,,,,,,突变进化型蚀魂僵尸的能量吸取攻击\n饱食度下降\n水分下降\n移动能力下降\n耐力消耗增加,突變進化型蝕魂殭屍的能量吸取攻擊\n飽食度下降\n水分下降\n移動能力下降\n耐力消耗增加,
buffIVcustomAbsorbEnergyTooltip,buffs,Buff,,,Mutant evolved Soul Eater's absorb energy attack,,,,,,ミュータントはソウルイーターの吸収エネルギー攻撃を進化させました。,,,,,,突变进化型蚀魂僵尸的能量吸取攻击,突變進化型蝕魂殭屍的能量吸取攻擊,

buffIvRemoveFirePotionName,buffs,Buff,,,Weird Burn Resistance Potion,,,,,,奇妙な火傷耐性ポーション,,,,,,异质燃烧抗性药水,異質燃燒抗性藥水,
buffIvRemoveFirePotionDesc,buffs,Buff,,,Resist the flaming attacks of Flame Zombies,,,,,,炎のゾンビの炎の攻撃に抵抗します。,,,,,,抵抗火焰型僵尸的燃烧攻击,抵抗火焰型殭屍的燃燒攻擊,
buffIvRemoveFirePotionTooltip,buffs,Buff,,,The neutralizing effect of the potion has been activated.,,,,,,ポーションの中和効果が発動しました。,,,,,,燃烧中和作用已启动,燃燒中和作用已啟動,
buffIvRemoveShockPotionName,buffs,Buff,,,Weird Electric Shock Resistance Potion,,,,,,奇妙な感電耐性ポーション,,,,,,异质电击抗性药水,異質電擊抗性藥水,
buffIvRemoveShockPotionDesc,buffs,Buff,,,Resist the shock attack of the Shock Zombies,,,,,,ショックゾンビのショック攻撃に抵抗します。,,,,,,抵抗电击型僵尸的电击攻击,抵抗電擊型殭屍的電擊攻擊,
buffIvRemoveShockPotionTooltip,buffs,Buff,,,The neutralizing effect of the potion has been activated.,,,,,,ポーションの中和効果が発動しました。,,,,,,电击中和作用已启动,電擊中和作用已啟動,
buffIvRemovePoisonPotionName,buffs,Buff,,,Weird Poison Resistance Potion,,,,,,奇妙な毒耐性ポーション,,,,,,异质剧毒抗性药水,異質劇毒抗性藥水,
buffIvRemovePoisonPotionDesc,buffs,Buff,,,Resist the poisoning attack of Poisonous Zombies,,,,,,毒ゾンビの中毒攻撃に抵抗します。,,,,,,抵抗剧毒型僵尸的中毒攻击,抵抗劇毒型殭屍的中毒攻擊,
buffIvRemovePoisonPotionTooltip,buffs,Buff,,,The neutralizing effect of the potion has been activated.,,,,,,ポーションの中和効果が発動しました。,,,,,,剧毒中和作用已启动,劇毒中和作用已啟動,
buffIvRemoveFrostPotionName,buffs,Buff,,,Weird Freeze Resistance Potion,,,,,,奇妙な耐凍性ポーション,,,,,,异质冰冻抗性药水,異質冰凍抗性藥水,
buffIvRemoveFrostPotionDesc,buffs,Buff,,,Resist the freezing attacks of Frozen Zombies,,,,,,冷凍ゾンビの凍結攻撃に抵抗します。,,,,,,抵抗冰冻型僵尸的冰冻攻击,抵抗冰凍型殭屍的冰凍攻擊,
buffIvRemoveFrostPotionTooltip,buffs,Buff,,,The neutralizing effect of the potion has been activated.,,,,,,ポーションの中和効果が発動しました。,,,,,,冰冻中和作用已启动,冰凍中和作用已啟動,
buffIvRemoveDeathDeclarePotionName,buffs,Buff,,,Weird Death Declare Resistance Potion,,,,,,奇妙な死の宣言の抵抗ポーション,,,,,,异质死亡宣告抗性药水,異質死亡宣告抗性藥水,
buffIvRemoveDeathDeclarePotionDesc,buffs,Buff,,,Resist the death-declaring attack of the Soul Eater Zombie,,,,,,ソウルイーターゾンビの死を宣言する攻撃に抵抗します。,,,,,,抵抗蚀魂型僵尸的死亡宣告攻击,抵抗蝕魂型殭屍的死亡宣告攻擊,
buffIvRemoveDeathDeclarePotionTooltip,buffs,Buff,,,The neutralizing effect of the potion has been activated.,,,,,,ポーションの中和効果が発動しました。,,,,,,死亡宣告消除系统已启动,死亡宣告消除系統已啟動,

statCustomChanceOfSuccess,ui_display,Item stat,,,Chance of success,,,,,,成功のチャンス,,,,,,成功机率,成功機率,
statCustomStackTime,ui_display,Item stat,,,Time stackable,,,,,,積み重ね可能な時間,,,,,,叠加持续时间,疊加持續時間,

IvElementFireArlene,entityclasses,Entity,,,Mutated Flame Arlene,,,,,,変異炎 アーリーン,,,,,,突变火焰型艾琳,突變火焰型艾琳,
IvElementElectricArlene,entityclasses,Entity,,,Mutated Shock Arlene,,,,,,変異ショック アーリーン,,,,,,突变电击型艾琳,突變電擊型艾琳,
IvElementToxicArlene,entityclasses,Entity,,,Mutated Toxic Arlene,,,,,,変異毒性 アーリーン,,,,,,突变剧毒型艾琳,突變劇毒型艾琳,
IvElementFrostArlene,entityclasses,Entity,,,Mutated Frozen Arlene,,,,,,変異フローズン アーリーン,,,,,,突变冰冻型艾琳,突變冰凍型艾琳,
IvElementSoulArlene,entityclasses,Entity,,,Mutated Soul Eater Arlene,,,,,,変異魂イーター アーリーン,,,,,,突变蚀魂型艾琳,突變蝕魂型艾琳,
IvElementFireMarlene,entityclasses,Entity,,,Mutated Flame Marlene,,,,,,変異炎 マーリーン,,,,,,突变火焰型玛琳,突變火焰型瑪琳,
IvElementElectricMarlene,entityclasses,Entity,,,Mutated Shock Marlene,,,,,,変異ショック マーリーン,,,,,,突变电击型玛琳,突變電擊型瑪琳,
IvElementToxicMarlene,entityclasses,Entity,,,Mutated Toxic Marlene,,,,,,変異毒性 マーリーン,,,,,,突变剧毒型玛琳,突變劇毒型瑪琳,
IvElementFrostMarlene,entityclasses,Entity,,,Mutated Frozen Marlene,,,,,,変異フローズン マーリーン,,,,,,突变冰冻型玛琳,突變冰凍型瑪琳,
IvElementSoulMarlene,entityclasses,Entity,,,Mutated Soul Eater Marlene,,,,,,変異魂イーター マーリーン,,,,,,突变蚀魂型玛琳,突變蝕魂型瑪琳,
IvElementFirePartyGirl,entityclasses,Entity,,,Mutated Flame Party Girl,,,,,,変異炎 パーティーガール,,,,,,突变火焰型派对女孩,突變火焰型派對女孩,
IvElementElectricPartyGirl,entityclasses,Entity,,,Mutated Shock Party Girl,,,,,,変異ショック パーティーガール,,,,,,突变电击型派对女孩,突變電擊型派對女孩,
IvElementToxicPartyGirl,entityclasses,Entity,,,Mutated Toxic Party Girl,,,,,,変異毒性 パーティーガール,,,,,,突变剧毒型派对女孩,突變劇毒型派對女孩,
IvElementFrostPartyGirl,entityclasses,Entity,,,Mutated Frozen Party Girl,,,,,,変異フローズン パーティーガール,,,,,,突变冰冻型派对女孩,突變冰凍型派對女孩,
IvElementSoulPartyGirl,entityclasses,Entity,,,Mutated Soul Eater Party Girl,,,,,,変異魂イーター パーティーガール,,,,,,突变蚀魂型派对女孩,突變蝕魂型派對女孩,
IvElementFireNurse,entityclasses,Entity,,,Mutated Flame Nurse,,,,,,変異炎 看護師,,,,,,突变火焰型护士,突變火焰型護士,
IvElementElectricNurse,entityclasses,Entity,,,Mutated Shock Nurse,,,,,,変異ショック 看護師,,,,,,突变电击型护士,突變電擊型護士,
IvElementToxicNurse,entityclasses,Entity,,,Mutated Toxic Nurse,,,,,,変異毒性 看護師,,,,,,突变剧毒型护士,突變劇毒型護士,
IvElementFrostNurse,entityclasses,Entity,,,Mutated Frozen Nurse,,,,,,変異フローズン 看護師,,,,,,突变冰冻型护士,突變冰凍型護士,
IvElementSoulNurse,entityclasses,Entity,,,Mutated Soul Eater Nurse,,,,,,変異魂イーター 看護師,,,,,,突变蚀魂型护士,突變蝕魂型護士,
IvElementFireJoe,entityclasses,Entity,,,Mutated Flame Joe,,,,,,変異炎 ジョー,,,,,,突变火焰型乔伊,突變火焰型喬伊,
IvElementElectricJoe,entityclasses,Entity,,,Mutated Shock Joe,,,,,,変異ショック ジョー,,,,,,突变电击型乔伊,突變電擊型喬伊,
IvElementToxicJoe,entityclasses,Entity,,,Mutated Toxic Joe,,,,,,変異毒性 ジョー,,,,,,突变剧毒型乔伊,突變劇毒型喬伊,
IvElementFrostJoe,entityclasses,Entity,,,Mutated Frozen Joe,,,,,,変異フローズン ジョー,,,,,,突变冰冻型乔伊,突變冰凍型喬伊,
