Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
ivSciFiBuildingFloor5x1s02Desc,blocks,Block,,,"Only for tiled use, high durability and high anti-explosion.",,,,,,タイル張りの使用、高い耐久性、高い抗拡張のみ。,,,,,,只限平铺使用，高耐久，高抗爆。,只限平舖使用，高耐久，高抗爆。,
ivSciFiBuildingFloor5x1s03,blocks,Block,,,Large Floor 03 (long strip),,,,,,大きな床03（ロングストリップ）,,,,,,大型地板03（长条）,大型地板03（長條）,
ivSciFiBuildingFloor5x1s03Desc,blocks,Block,,,"Only for tiled use, high durability and high anti-explosion.",,,,,,タイル張りの使用、高い耐久性、高い抗拡張のみ。,,,,,,只限平铺使用，高耐久，高抗爆。,只限平舖使用，高耐久，高抗爆。,
ivSciFiBuildingFloor5x1s04,blocks,Block,,,Large Floor 04 (long strip),,,,,,大きな床04（ロングストリップ）,,,,,,大型地板04（长条）,大型地板04（長條）,
ivSciFiBuildingFloor5x1s04Desc,blocks,Block,,,"Only for tiled use, high durability and high anti-explosion.",,,,,,タイル張りの使用、高い耐久性、高い抗拡張のみ。,,,,,,只限平铺使用，高耐久，高抗爆。,只限平舖使用，高耐久，高抗爆。,
ivSciFiBuildingFloor5x1s05,blocks,Block,,,Large Floor 05 (long strip),,,,,,大きな床05（ロングストリップ）,,,,,,大型地板05（长条）,大型地板05（長條）,
ivSciFiBuildingFloor5x1s05Desc,blocks,Block,,,"Only for tiled use, high durability and high anti-explosion.",,,,,,タイル張りの使用、高い耐久性、高い抗拡張のみ。,,,,,,只限平铺使用，高耐久，高抗爆。,只限平舖使用，高耐久，高抗爆。,
ivSciFiBuildingFloor5x1s06,blocks,Block,,,Large Floor 06 (long strip),,,,,,大きな床06（ロングストリップ）,,,,,,大型地板06（长条）,大型地板06（長條）,
ivSciFiBuildingFloor5x1s06Desc,blocks,Block,,,"Only for tiled use, high durability and high anti-explosion.",,,,,,タイル張りの使用、高い耐久性、高い抗拡張のみ。,,,,,,只限平铺使用，高耐久，高抗爆。,只限平舖使用，高耐久，高抗爆。,
ivSciFiBuildingAutoDoor5x4,blocks,Block,,,City Wall Gate (5x4),,,,,,ウォールゲート（5x4）,,,,,,城墙大门（5x4）,城牆大門（5x4）,
ivSciFiBuildingAutoDoor5x4Desc,blocks,Block,,,"Does not require electricity, high durability, high anti-explosion.",,,,,,電気、高い耐久性、高い抗拡張を必要としません。,,,,,,不需要电力，高耐久，高抗爆。,不需要電力，高耐久，高抗爆。,
ivSciFiBuildingAutoDoor2x2,blocks,Block,,,Automatic Doors (2x2),,,,,,自動ドア（2x2）,,,,,,自动门（2x2）,自動門（2x2）,
ivSciFiBuildingAutoDoor2x2Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingAutoDoor1x2styleA,blocks,Block,,,Automatic Doors (1x2),,,,,,自動ドア（1x2）,,,,,,自动门（1x2）,自動門（1x2）,
ivSciFiBuildingAutoDoor1x2styleADesc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingAutoDoor1x2styleB,blocks,Block,,,"Automatic Doors (1x2, window)",,,,,,自動ドア（1x2、ウィンドウ）,,,,,,"自动门（1x2, 有窗户）","自動門（1x2, 有窗戶）",
ivSciFiBuildingAutoDoor1x2styleBDesc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingElevatorW1H5,blocks,Block,,,"Elevator (width 1, height 5)",,,,,,エレベーター（幅1、高さ5）,,,,,,电梯（宽1高5）,電梯（寬1高5）,
ivSciFiBuildingElevatorW1H5Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingElevatorW1H10,blocks,Block,,,"Elevator (width 1, height 10)",,,,,,エレベーター（幅1、高さ10）,,,,,,电梯（宽1高10）,電梯（寬1高10）,
ivSciFiBuildingElevatorW1H10Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingElevatorW1H20,blocks,Block,,,"Elevator (width 1, height 20)",,,,,,エレベーター（幅1、高さ20）,,,,,,电梯（宽1高20）,電梯（寬1高20）,
ivSciFiBuildingElevatorW1H20Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingElevatorW1H30,blocks,Block,,,"Elevator (width 1, height 30)",,,,,,エレベーター（幅1、高さ30）,,,,,,电梯（宽1高30）,電梯（寬1高30）,
ivSciFiBuildingElevatorW1H30Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingElevatorW5H5,blocks,Block,,,"Elevator (width 5, height 5)",,,,,,エレベーター（幅5、高さ5）,,,,,,电梯（宽5高5）,電梯（寬5高5）,
ivSciFiBuildingElevatorW5H5Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingElevatorW5H10,blocks,Block,,,"Elevator (width 5, height 10)",,,,,,エレベーター（幅5、高さ10）,,,,,,电梯（宽5高10）,電梯（寬5高10）,
ivSciFiBuildingElevatorW5H10Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingElevatorW5H20,blocks,Block,,,"Elevator (width 5, height 20)",,,,,,エレベーター（幅5、高さ20）,,,,,,电梯（宽5高20）,電梯（寬5高20）,
ivSciFiBuildingElevatorW5H20Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingElevatorW5H30,blocks,Block,,,"Elevator (width 5, height 30)",,,,,,エレベーター（幅5、高さ30）,,,,,,电梯（宽5高30）,電梯（寬5高30）,
ivSciFiBuildingElevatorW5H30Desc,blocks,Block,,,"Does not require electricity, high anti-explosion.",,,,,,電気、高い抗抽出は必要ありません。,,,,,,不需要电力，高抗爆。,不需要電力，高抗爆。,
ivSciFiBuildingBridgeW7L7,blocks,Block,,,"Telescopic bridge (width 7, length 8)",,,,,,伸縮橋（幅7、長さ8）,,,,,,伸缩桥（宽7长8）,伸縮橋（寬7長8）,
ivSciFiBuildingBridgeW7L7Desc,blocks,Block,,,"Does not require electricity, high durability, high anti-explosion.",,,,,,電気、高い耐久性、高い抗拡張を必要としません。,,,,,,不需要电力，高耐久，高抗爆。,不需要電力，高耐久，高抗爆。,
ivSciFiBuildingStairsW3H5L7,blocks,Block,,,"Telescopic stairs (width 3, height 5, length 7)",,,,,,望遠鏡の階段（幅3、高さ5、長さ7）,,,,,,伸缩楼梯（宽3高5长7）,伸縮樓梯（寬3高5長7）,
ivSciFiBuildingStairsW3H5L7Desc,blocks,Block,,,"Does not require electricity, high durability, high anti-explosion.",,,,,,電気、高い耐久性、高い抗拡張を必要としません。,,,,,,不需要电力，高耐久，高抗爆。,不需要電力，高耐久，高抗爆。,
ivSciFiBuildingSpikeBall,blocks,Block,,,Iron Spike,,,,,,鉄のスパイク,,,,,,铁刺球,鐵刺球,
ivSciFiBuildingSpikeBallDesc,blocks,Block,,,A type of trap that takes damage when the target passes through.,,,,,,ターゲットが通過したときにダメージを受けるトラップのタイプ。,,,,,,陷阱的一种，目标穿越时会受伤。,陷阱的一種，目標穿越時會受傷。,
ivSciFiBuildingLargeFoundation9x9H10,blocks,Block,,,Floating Foundation (10 blocks high),,,,,,フローティングファンデーション（高さ10ブロック）,,,,,,浮空地基（10格高）,浮空地基（10格高）,
ivSciFiBuildingLargeFoundation9x9H10Desc,blocks,Block,,,"A foundation that can float in the air, away from the harassment of zombies.",,,,,,ゾンビの嫌がらせから離れて空中に浮かぶことができる基盤。,,,,,,可以飘浮在空中的伪装地基，远离僵尸的骚扰。,可以飄浮在空中的偽裝地基，遠離殭屍的騷擾。,
ivSciFiBuildingLargeFoundation9x9H20,blocks,Block,,,Floating Foundation (20 blocks high),,,,,,フローティングファンデーション（高さ20ブロック）,,,,,,浮空地基（20格高）,浮空地基（20格高）,
ivSciFiBuildingLargeFoundation9x9H20Desc,blocks,Block,,,"A foundation that can float in the air, away from the harassment of zombies.",,,,,,ゾンビの嫌がらせから離れて空中に浮かぶことができる基盤。,,,,,,可以飘浮在空中的伪装地基，远离僵尸的骚扰。,可以飄浮在空中的偽裝地基，遠離殭屍的騷擾。,
ivSciFiBuildingLargeFoundation9x9H30,blocks,Block,,,Floating Foundation (30 blocks high),,,,,,フローティングファンデーション（高さ30ブロック）,,,,,,浮空地基（30格高）,浮空地基（30格高）,
ivSciFiBuildingLargeFoundation9x9H30Desc,blocks,Block,,,"A foundation that can float in the air, away from the harassment of zombies.",,,,,,ゾンビの嫌がらせから離れて空中に浮かぶことができる基盤。,,,,,,可以飘浮在空中的伪装地基，远离僵尸的骚扰。,可以飄浮在空中的偽裝地基，遠離殭屍的騷擾。,
