Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
perkDeadEyeEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkDeadEyeEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkDeadEyeEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkDeadEyeEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkDeadEyeEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkDeadEyeEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkDeadEyeMagazineSizeName,progression,Perk,,,One Shot Death: Magazine Capacity,,,,,,ワンショットデス：マガジン容量,,,,,,一发入魂: 弹匣容量,一發入魂: 彈匣容量,
perkDeadEyeMagazineSizeDesc,progression,Perk,,,Increase magazine capacity,,,,,,マガジンの容量を増やします。,,,,,,增加弹匣容量,增加彈匣容量,
perkDeadEyeMagazineSizeRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Dead Eye"" skill.",,,,,,「射撃の名手」スキルで使用される武器に限定されます。,,,,,,限定「死神之眼」技能所使用的武器。,限定「死亡之眼」技能所使用的武器。,
perkDeadEyeMagazineSizeRank01Desc,progression,Perk,,,magazine capacity +20%,,,,,,マガジン容量+20％,,,,,,弹匣容量 +20%,彈匣容量 +20%,
perkDeadEyeMagazineSizeRank02Desc,progression,Perk,,,magazine capacity +40%,,,,,,マガジン容量+40％,,,,,,弹匣容量 +40%,彈匣容量 +40%,
perkDeadEyeMagazineSizeRank03Desc,progression,Perk,,,magazine capacity +60%,,,,,,マガジン容量+60％,,,,,,弹匣容量 +60%,彈匣容量 +60%,
perkDeadEyeMagazineSizeRank04Desc,progression,Perk,,,magazine capacity +80%,,,,,,マガジン容量+80％,,,,,,弹匣容量 +80%,彈匣容量 +80%,
perkDeadEyeMagazineSizeRank05Desc,progression,Perk,,,magazine capacity +100%,,,,,,マガジン容量+100％,,,,,,弹匣容量 +100%,彈匣容量 +100%,
perkDeadEyeMagazineSizeRank06Desc,progression,Perk,,,magazine capacity +120%,,,,,,マガジン容量+120％,,,,,,弹匣容量 +120%,彈匣容量 +120%,
perkDeadEyeMagazineSizeRank07Desc,progression,Perk,,,magazine capacity +140%,,,,,,マガジン容量+140％,,,,,,弹匣容量 +140%,彈匣容量 +140%,
perkDeadEyeMagazineSizeRank08Desc,progression,Perk,,,magazine capacity +160%,,,,,,マガジン容量+160％,,,,,,弹匣容量 +160%,彈匣容量 +160%,
perkDeadEyeMagazineSizeRank09Desc,progression,Perk,,,magazine capacity +180%,,,,,,マガジン容量+180％,,,,,,弹匣容量 +180%,彈匣容量 +180%,
perkDeadEyeMagazineSizeRank10Desc,progression,Perk,,,magazine capacity +200%,,,,,,マガジン容量+200％,,,,,,弹匣容量 +200%,彈匣容量 +200%,
perkDeadEyeRangeName,progression,Perk,,,One Shot Death: Range,,,,,,ワンショットデス：範囲,,,,,,一发入魂: 射程,一發入魂: 射程,
perkDeadEyeRangeDesc,progression,Perk,,,Increased maximum range and effective range,,,,,,最大射程と有効射程が拡大しました。,,,,,,增加最大射程和有效射程,增加最大射程和有效射程,
perkDeadEyeRangeRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Dead Eye"" skill.",,,,,,「射撃の名手」スキルで使用される武器に限定されます。,,,,,,限定「死神之眼」技能所使用的武器。,限定「死亡之眼」技能所使用的武器。,
perkDeadEyeRangeRank01Desc,progression,Perk,,,range +10%,,,,,,範囲+10％,,,,,,射程 +10%,射程 +10%,
perkDeadEyeRangeRank02Desc,progression,Perk,,,range +20%,,,,,,範囲+20％,,,,,,射程 +20%,射程 +20%,
perkDeadEyeRangeRank03Desc,progression,Perk,,,range +30%,,,,,,範囲+30％,,,,,,射程 +30%,射程 +30%,
perkDeadEyeRangeRank04Desc,progression,Perk,,,range +40%,,,,,,範囲+40％,,,,,,射程 +40%,射程 +40%,
perkDeadEyeRangeRank05Desc,progression,Perk,,,range +50%,,,,,,範囲+50％,,,,,,射程 +50%,射程 +50%,
perkDeadEyeRangeRank06Desc,progression,Perk,,,range +60%,,,,,,範囲+60％,,,,,,射程 +60%,射程 +60%,
perkDeadEyeRangeRank07Desc,progression,Perk,,,range +70%,,,,,,範囲+70％,,,,,,射程 +70%,射程 +70%,
perkDeadEyeRangeRank08Desc,progression,Perk,,,range +80%,,,,,,範囲+80％,,,,,,射程 +80%,射程 +80%,
perkDeadEyeRangeRank09Desc,progression,Perk,,,range +90%,,,,,,範囲+90％,,,,,,射程 +90%,射程 +90%,
perkDeadEyeRangeRank10Desc,progression,Perk,,,range +100%,,,,,,範囲+100％,,,,,,射程 +100%,射程 +100%,
perkDeadEyeReloadSpeedMultiplierName,progression,Perk,,,One Shot Death: Reload Speed,,,,,,ワンショットデス：リロード速度,,,,,,一发入魂: 装填速度,一發入魂: 裝填速度,
perkDeadEyeReloadSpeedMultiplierDesc,progression,Perk,,,Increase reload speed,,,,,,リロード速度を上げます。,,,,,,提升装填速度,提升裝填速度,
perkDeadEyeReloadSpeedMultiplierRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Dead Eye"" skill.",,,,,,「射撃の名手」スキルで使用される武器に限定されます。,,,,,,限定「死神之眼」技能所使用的武器。,限定「死亡之眼」技能所使用的武器。,
perkDeadEyeReloadSpeedMultiplierRank01Desc,progression,Perk,,,reload +17%,,,,,,リロード+17％,,,,,,装填速度 +17%,裝填速度 +17%,
perkDeadEyeReloadSpeedMultiplierRank02Desc,progression,Perk,,,reload +34%,,,,,,リロード+34％,,,,,,装填速度 +34%,裝填速度 +34%,
perkDeadEyeReloadSpeedMultiplierRank03Desc,progression,Perk,,,reload +51%,,,,,,リロード+51％,,,,,,装填速度 +51%,裝填速度 +51%,
perkDeadEyeReloadSpeedMultiplierRank04Desc,progression,Perk,,,reload +68%,,,,,,リロード+68％,,,,,,装填速度 +68%,裝填速度 +68%,
perkDeadEyeReloadSpeedMultiplierRank05Desc,progression,Perk,,,reload +85%,,,,,,リロード+85％,,,,,,装填速度 +85%,裝填速度 +85%,
perkDeadEyeReloadSpeedMultiplierRank06Desc,progression,Perk,,,reload +102%,,,,,,リロード+102％,,,,,,装填速度 +102%,裝填速度 +102%,
perkDeadEyeReloadSpeedMultiplierRank07Desc,progression,Perk,,,reload +119%,,,,,,リロード+119％,,,,,,装填速度 +119%,裝填速度 +119%,
perkDeadEyeReloadSpeedMultiplierRank08Desc,progression,Perk,,,reload +136%,,,,,,リロード+136％,,,,,,装填速度 +136%,裝填速度 +136%,
perkDeadEyeReloadSpeedMultiplierRank09Desc,progression,Perk,,,reload +153%,,,,,,リロード+153％,,,,,,装填速度 +153%,裝填速度 +153%,
perkDeadEyeReloadSpeedMultiplierRank10Desc,progression,Perk,,,reload +170%,,,,,,リロード+170％,,,,,,装填速度 +170%,裝填速度 +170%,
perkDeadEyeKickDegreesName,progression,Perk,,,One Shot Death: Recoil,,,,,,ワンショットデス：反動,,,,,,一发入魂: 后座力,一發入魂: 後座力,
perkDeadEyeKickDegreesDesc,progression,Perk,,,Reduced recoil for aiming shots,,,,,,照準ショットの反動を減らしました。,,,,,,降低瞄准射击的后座力,降低瞄準射擊的後座力,
perkDeadEyeKickDegreesRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Dead Eye"" skill.",,,,,,「射撃の名手」スキルで使用される武器に限定されます。,,,,,,限定「死神之眼」技能所使用的武器。,限定「死亡之眼」技能所使用的武器。,
perkDeadEyeKickDegreesRank01Desc,progression,Perk,,,recoil -7.5%,,,,,,反動- 7.5％,,,,,,后座力 -7.5%,後座力 -7.5%,
perkDeadEyeKickDegreesRank02Desc,progression,Perk,,,recoil -15%,,,,,,反動- 15％,,,,,,后座力 -15%,後座力 -15%,
perkDeadEyeKickDegreesRank03Desc,progression,Perk,,,recoil -22.5%,,,,,,反動- 22.5％,,,,,,后座力 -22.5%,後座力 -22.5%,
perkDeadEyeKickDegreesRank04Desc,progression,Perk,,,recoil -30%,,,,,,反動- 30％,,,,,,后座力 -30%,後座力 -30%,
perkDeadEyeKickDegreesRank05Desc,progression,Perk,,,recoil -37.5%,,,,,,反動- 37.5％,,,,,,后座力 -37.5%,後座力 -37.5%,
perkDeadEyeKickDegreesRank06Desc,progression,Perk,,,recoil -45%,,,,,,反動- 45％,,,,,,后座力 -45%,後座力 -45%,
perkDeadEyeKickDegreesRank07Desc,progression,Perk,,,recoil -52.5%,,,,,,反動- 52.5％,,,,,,后座力 -52.5%,後座力 -52.5%,
perkDeadEyeKickDegreesRank08Desc,progression,Perk,,,recoil -60%,,,,,,反動- 60％,,,,,,后座力 -60%,後座力 -60%,
perkDeadEyeKickDegreesRank09Desc,progression,Perk,,,recoil -67.5%,,,,,,反動- 67.5％,,,,,,后座力 -67.5%,後座力 -67.5%,
perkDeadEyeKickDegreesRank10Desc,progression,Perk,,,recoil -75%,,,,,,反動- 75％,,,,,,后座力 -75%,後座力 -75%,
perkBoomstickEntityDamageName,progression,Perk,,,Dismembered: Physical Damage,,,,,,解体：物理的ダメージ,,,,,,肢离破碎: 实体伤害,肢離破碎: 實體傷害,
perkBoomstickEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkBoomstickEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Boomstick"" skill.",,,,,,「ブームスティック」スキルで使用される武器に限定されます。,,,,,,限定「喷子」技能所使用的武器。,限定「移動靶射擊」技能所使用的武器。,
perkBoomstickEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkBoomstickEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkBoomstickEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkBoomstickEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkBoomstickEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkBoomstickEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkBoomstickEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkBoomstickEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkBoomstickEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkBoomstickEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkBoomstickMagazineSizeName,progression,Perk,,,Dismembered: Magazine Capacity,,,,,,解体：マガジン容量,,,,,,肢离破碎: 弹匣容量,肢離破碎: 彈匣容量,
perkBoomstickMagazineSizeDesc,progression,Perk,,,Increase magazine capacity,,,,,,マガジンの容量を増やします。,,,,,,增加弹匣容量,增加彈匣容量,
perkBoomstickMagazineSizeRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Boomstick"" skill.",,,,,,「ブームスティック」スキルで使用される武器に限定されます。,,,,,,限定「喷子」技能所使用的武器。,限定「移動靶射擊」技能所使用的武器。,
perkBoomstickMagazineSizeRank01Desc,progression,Perk,,,magazine capacity +20%,,,,,,マガジン容量+20％,,,,,,弹匣容量 +20%,彈匣容量 +20%,
perkBoomstickMagazineSizeRank02Desc,progression,Perk,,,magazine capacity +40%,,,,,,マガジン容量+40％,,,,,,弹匣容量 +40%,彈匣容量 +40%,
perkBoomstickMagazineSizeRank03Desc,progression,Perk,,,magazine capacity +60%,,,,,,マガジン容量+60％,,,,,,弹匣容量 +60%,彈匣容量 +60%,
perkBoomstickMagazineSizeRank04Desc,progression,Perk,,,magazine capacity +80%,,,,,,マガジン容量+80％,,,,,,弹匣容量 +80%,彈匣容量 +80%,
perkBoomstickMagazineSizeRank05Desc,progression,Perk,,,magazine capacity +100%,,,,,,マガジン容量+100％,,,,,,弹匣容量 +100%,彈匣容量 +100%,
perkBoomstickMagazineSizeRank06Desc,progression,Perk,,,magazine capacity +120%,,,,,,マガジン容量+120％,,,,,,弹匣容量 +120%,彈匣容量 +120%,
perkBoomstickMagazineSizeRank07Desc,progression,Perk,,,magazine capacity +140%,,,,,,マガジン容量+140％,,,,,,弹匣容量 +140%,彈匣容量 +140%,
perkBoomstickMagazineSizeRank08Desc,progression,Perk,,,magazine capacity +160%,,,,,,マガジン容量+160％,,,,,,弹匣容量 +160%,彈匣容量 +160%,
perkBoomstickMagazineSizeRank09Desc,progression,Perk,,,magazine capacity +180%,,,,,,マガジン容量+180％,,,,,,弹匣容量 +180%,彈匣容量 +180%,
perkBoomstickMagazineSizeRank10Desc,progression,Perk,,,magazine capacity +200%,,,,,,マガジン容量+200％,,,,,,弹匣容量 +200%,彈匣容量 +200%,
perkBoomstickShootingSpeedName,progression,Perk,,,Dismembered: Fire Speed,,,,,,解体：発射速度,,,,,,肢离破碎: 射击速度,肢離破碎: 射擊速度,
perkBoomstickShootingSpeedDesc,progression,Perk,,,Increase fire rate,,,,,,発射速度を上げます。,,,,,,增加射击速度,增加射擊速度,
perkBoomstickShootingSpeedRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Boomstick"" skill.",,,,,,「ブームスティック」スキルで使用される武器に限定されます。,,,,,,限定「喷子」技能所使用的武器。,限定「移動靶射擊」技能所使用的武器。,
perkBoomstickShootingSpeedRank01Desc,progression,Perk,,,fire rate +20%,,,,,,発射速度 +20％,,,,,,射击速度 +20%,射擊速度 +20%,
perkBoomstickShootingSpeedRank02Desc,progression,Perk,,,fire rate +40%,,,,,,発射速度 +40％,,,,,,射击速度 +40%,射擊速度 +40%,
perkBoomstickShootingSpeedRank03Desc,progression,Perk,,,fire rate +60%,,,,,,発射速度 +60％,,,,,,射击速度 +60%,射擊速度 +60%,
perkBoomstickShootingSpeedRank04Desc,progression,Perk,,,fire rate +80%,,,,,,発射速度 +80％,,,,,,射击速度 +80%,射擊速度 +80%,
perkBoomstickShootingSpeedRank05Desc,progression,Perk,,,fire rate +100%,,,,,,発射速度 +100％,,,,,,射击速度 +100%,射擊速度 +100%,
perkBoomstickShootingSpeedRank06Desc,progression,Perk,,,fire rate +120%,,,,,,発射速度 +120％,,,,,,射击速度 +120%,射擊速度 +120%,
perkBoomstickShootingSpeedRank07Desc,progression,Perk,,,fire rate +140%,,,,,,発射速度 +140％,,,,,,射击速度 +140%,射擊速度 +140%,
perkBoomstickShootingSpeedRank08Desc,progression,Perk,,,fire rate +160%,,,,,,発射速度 +160％,,,,,,射击速度 +160%,射擊速度 +160%,
perkBoomstickShootingSpeedRank09Desc,progression,Perk,,,fire rate +180%,,,,,,発射速度 +180％,,,,,,射击速度 +180%,射擊速度 +180%,
perkBoomstickShootingSpeedRank10Desc,progression,Perk,,,fire rate +200%,,,,,,発射速度 +200％,,,,,,射击速度 +200%,射擊速度 +200%,
perkBoomstickReloadSpeedMultiplierName,progression,Perk,,,Dismembered: Reload Speed,,,,,,解体：リロード速度,,,,,,肢离破碎: 装填速度,肢離破碎: 裝填速度,
perkBoomstickReloadSpeedMultiplierDesc,progression,Perk,,,Increase reload speed,,,,,,リロード速度を上げます。,,,,,,提升装填速度,提升裝填速度,
perkBoomstickReloadSpeedMultiplierRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Boomstick"" skill.",,,,,,「ブームスティック」スキルで使用される武器に限定されます。,,,,,,限定「喷子」技能所使用的武器。,限定「移動靶射擊」技能所使用的武器。,
perkBoomstickReloadSpeedMultiplierRank01Desc,progression,Perk,,,reload +17%,,,,,,リロード+17％,,,,,,装填速度 +17%,裝填速度 +17%,
perkBoomstickReloadSpeedMultiplierRank02Desc,progression,Perk,,,reload +34%,,,,,,リロード+34％,,,,,,装填速度 +34%,裝填速度 +34%,
perkBoomstickReloadSpeedMultiplierRank03Desc,progression,Perk,,,reload +51%,,,,,,リロード+51％,,,,,,装填速度 +51%,裝填速度 +51%,
perkBoomstickReloadSpeedMultiplierRank04Desc,progression,Perk,,,reload +68%,,,,,,リロード+68％,,,,,,装填速度 +68%,裝填速度 +68%,
perkBoomstickReloadSpeedMultiplierRank05Desc,progression,Perk,,,reload +85%,,,,,,リロード+85％,,,,,,装填速度 +85%,裝填速度 +85%,
perkBoomstickReloadSpeedMultiplierRank06Desc,progression,Perk,,,reload +102%,,,,,,リロード+102％,,,,,,装填速度 +102%,裝填速度 +102%,
perkBoomstickReloadSpeedMultiplierRank07Desc,progression,Perk,,,reload +119%,,,,,,リロード+119％,,,,,,装填速度 +119%,裝填速度 +119%,
perkBoomstickReloadSpeedMultiplierRank08Desc,progression,Perk,,,reload +136%,,,,,,リロード+136％,,,,,,装填速度 +136%,裝填速度 +136%,
perkBoomstickReloadSpeedMultiplierRank09Desc,progression,Perk,,,reload +153%,,,,,,リロード+153％,,,,,,装填速度 +153%,裝填速度 +153%,
perkBoomstickReloadSpeedMultiplierRank10Desc,progression,Perk,,,reload +170%,,,,,,リロード+170％,,,,,,装填速度 +170%,裝填速度 +170%,
perkBoomstickKickDegreesName,progression,Perk,,,Dismembered: Recoil,,,,,,解体：反動,,,,,,肢离破碎: 后座力,肢離破碎: 後座力,
perkBoomstickKickDegreesDesc,progression,Perk,,,Reduced recoil for aiming shots,,,,,,照準ショットの反動を減らしました。,,,,,,降低瞄准射击的后座力,降低瞄準射擊的後座力,
perkBoomstickKickDegreesRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Boomstick"" skill.",,,,,,「ブームスティック」スキルで使用される武器に限定されます。,,,,,,限定「喷子」技能所使用的武器。,限定「移動靶射擊」技能所使用的武器。,
perkBoomstickKickDegreesRank01Desc,progression,Perk,,,recoil -7.5%,,,,,,反動- 7.5％,,,,,,后座力 -7.5%,後座力 -7.5%,
perkBoomstickKickDegreesRank02Desc,progression,Perk,,,recoil -15%,,,,,,反動- 15％,,,,,,后座力 -15%,後座力 -15%,
perkBoomstickKickDegreesRank03Desc,progression,Perk,,,recoil -22.5%,,,,,,反動- 22.5％,,,,,,后座力 -22.5%,後座力 -22.5%,
perkBoomstickKickDegreesRank04Desc,progression,Perk,,,recoil -30%,,,,,,反動- 30％,,,,,,后座力 -30%,後座力 -30%,
perkBoomstickKickDegreesRank05Desc,progression,Perk,,,recoil -37.5%,,,,,,反動- 37.5％,,,,,,后座力 -37.5%,後座力 -37.5%,
perkBoomstickKickDegreesRank06Desc,progression,Perk,,,recoil -45%,,,,,,反動- 45％,,,,,,后座力 -45%,後座力 -45%,
perkBoomstickKickDegreesRank07Desc,progression,Perk,,,recoil -52.5%,,,,,,反動- 52.5％,,,,,,后座力 -52.5%,後座力 -52.5%,
perkBoomstickKickDegreesRank08Desc,progression,Perk,,,recoil -60%,,,,,,反動- 60％,,,,,,后座力 -60%,後座力 -60%,
perkBoomstickKickDegreesRank09Desc,progression,Perk,,,recoil -67.5%,,,,,,反動- 67.5％,,,,,,后座力 -67.5%,後座力 -67.5%,
perkBoomstickKickDegreesRank10Desc,progression,Perk,,,recoil -75%,,,,,,反動- 75％,,,,,,后座力 -75%,後座力 -75%,
perkMachineGunnerEntityDamageName,progression,Perk,,,Honeycomb: Physical Damage,,,,,,ハニカム：物理的ダメージ,,,,,,千疮百孔: 实体伤害,千瘡百孔: 實體傷害,
perkMachineGunnerEntityDamageDesc,progression,Perk,,,Increase physical damage,,,,,,物理的なダメージを増やします。,,,,,,增加实体伤害,增加實體傷害,
perkMachineGunnerEntityDamageRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Machine Gunner"" skill.",,,,,,「マシンガンナー」スキルで使用される武器に限定されます。,,,,,,限定「机枪射手」技能所使用的武器。,限定「機槍手」技能所使用的武器。,
perkMachineGunnerEntityDamageRank01Desc,progression,Perk,,,physical damage +20%,,,,,,物理的ダメージ+20％,,,,,,实体伤害 +20%,實體傷害 +20%,
perkMachineGunnerEntityDamageRank02Desc,progression,Perk,,,physical damage +40%,,,,,,物理的ダメージ+40％,,,,,,实体伤害 +40%,實體傷害 +40%,
perkMachineGunnerEntityDamageRank03Desc,progression,Perk,,,physical damage +60%,,,,,,物理的ダメージ+60％,,,,,,实体伤害 +60%,實體傷害 +60%,
perkMachineGunnerEntityDamageRank04Desc,progression,Perk,,,physical damage +80%,,,,,,物理的ダメージ+80％,,,,,,实体伤害 +80%,實體傷害 +80%,
perkMachineGunnerEntityDamageRank05Desc,progression,Perk,,,physical damage +100%,,,,,,物理的ダメージ+100％,,,,,,实体伤害 +100%,實體傷害 +100%,
perkMachineGunnerEntityDamageRank06Desc,progression,Perk,,,physical damage +120%,,,,,,物理的ダメージ+120％,,,,,,实体伤害 +120%,實體傷害 +120%,
perkMachineGunnerEntityDamageRank07Desc,progression,Perk,,,physical damage +140%,,,,,,物理的ダメージ+140％,,,,,,实体伤害 +140%,實體傷害 +140%,
perkMachineGunnerEntityDamageRank08Desc,progression,Perk,,,physical damage +160%,,,,,,物理的ダメージ+160％,,,,,,实体伤害 +160%,實體傷害 +160%,
perkMachineGunnerEntityDamageRank09Desc,progression,Perk,,,physical damage +180%,,,,,,物理的ダメージ+180％,,,,,,实体伤害 +180%,實體傷害 +180%,
perkMachineGunnerEntityDamageRank10Desc,progression,Perk,,,physical damage +200%,,,,,,物理的ダメージ+200％,,,,,,实体伤害 +200%,實體傷害 +200%,
perkMachineGunnerShootingSpeedName,progression,Perk,,,Honeycomb: Fire Speed,,,,,,ハニカム：発射速度,,,,,,千疮百孔: 射击速度,千瘡百孔: 射擊速度,
perkMachineGunnerShootingSpeedDesc,progression,Perk,,,Increase fire rate,,,,,,発射速度を上げます。,,,,,,增加射击速度,增加射擊速度,
perkMachineGunnerShootingSpeedRankLongDesc,progression,Perk,,,"Limited to the weapons used by the ""Machine Gunner"" skill.",,,,,,「マシンガンナー」スキルで使用される武器に限定されます。,,,,,,限定「机枪射手」技能所使用的武器。,限定「機槍手」技能所使用的武器。,
perkMachineGunnerShootingSpeedRank01Desc,progression,Perk,,,fire rate +20%,,,,,,発射速度 +20％,,,,,,射速 +20%,射速 +20%,
perkMachineGunnerShootingSpeedRank02Desc,progression,Perk,,,fire rate +40%,,,,,,発射速度 +40％,,,,,,射速 +40%,射速 +40%,
perkMachineGunnerShootingSpeedRank03Desc,progression,Perk,,,fire rate +60%,,,,,,発射速度 +60％,,,,,,射速 +60%,射速 +60%,
perkMachineGunnerShootingSpeedRank04Desc,progression,Perk,,,fire rate +80%,,,,,,発射速度 +80％,,,,,,射速 +80%,射速 +80%,
perkMachineGunnerShootingSpeedRank05Desc,progression,Perk,,,fire rate +100%,,,,,,発射速度 +100％,,,,,,射速 +100%,射速 +100%,
perkMachineGunnerShootingSpeedRank06Desc,progression,Perk,,,fire rate +120%,,,,,,発射速度 +120％,,,,,,射速 +120%,射速 +120%,
perkMachineGunnerShootingSpeedRank07Desc,progression,Perk,,,fire rate +140%,,,,,,発射速度 +140％,,,,,,射速 +140%,射速 +140%,
perkMachineGunnerShootingSpeedRank08Desc,progression,Perk,,,fire rate +160%,,,,,,発射速度 +160％,,,,,,射速 +160%,射速 +160%,
perkMachineGunnerShootingSpeedRank09Desc,progression,Perk,,,fire rate +180%,,,,,,発射速度 +180％,,,,,,射速 +180%,射速 +180%,
